h0,rs,gap
30.0,50.0,0.22831673
30.0,66.66666666666667,0.23497797
30.0,83.33333333333334,0.22833518
30.0,100.0,0.22267929
30.0,116.66666666666667,0.22915814
30.0,133.33333333333334,0.22765679
30.0,150.0,0.23495919
30.0,166.66666666666669,0.23767324
30.0,183.33333333333334,0.23647465
30.0,200.0,0.24081304
30.464444444444446,50.0,0.21301493
30.464444444444446,66.66666666666667,0.22536542
30.464444444444446,83.33333333333334,0.23442884
30.464444444444446,100.0,0.23253161
30.464444444444446,116.66666666666667,0.23299067
30.464444444444446,133.33333333333334,0.24381018
30.464444444444446,150.0,0.23787899
30.464444444444446,166.66666666666669,0.24657323
30.464444444444446,183.33333333333334,0.24474552
30.464444444444446,200.0,0.24172781
30.92888888888889,50.0,0.23249963
30.92888888888889,66.66666666666667,0.23314877
30.92888888888889,83.33333333333334,0.23012942
30.92888888888889,100.0,0.23619312
30.92888888888889,116.66666666666667,0.23785781
30.92888888888889,133.33333333333334,0.24072057
30.92888888888889,150.0,0.23862146
30.92888888888889,166.66666666666669,0.2397144
30.92888888888889,183.33333333333334,0.2400544
30.92888888888889,200.0,0.23973276
31.393333333333334,50.0,0.21761043
31.393333333333334,66.66666666666667,0.22346554
31.393333333333334,83.33333333333334,0.2277579
31.393333333333334,100.0,0.23061562
31.393333333333334,116.66666666666667,0.23027833
31.393333333333334,133.33333333333334,0.23586967
31.393333333333334,150.0,0.24231967
31.393333333333334,166.66666666666669,0.24544367
31.393333333333334,183.33333333333334,0.24575858
31.393333333333334,200.0,0.24619918
31.857777777777777,50.0,0.23214924
31.857777777777777,66.66666666666667,0.23457558
31.857777777777777,83.33333333333334,0.23405881
31.857777777777777,100.0,0.2388725
31.857777777777777,116.66666666666667,0.23988455
31.857777777777777,133.33333333333334,0.24177444
31.857777777777777,150.0,0.24239957
31.857777777777777,166.66666666666669,0.24549711
31.857777777777777,183.33333333333334,0.24514014
31.857777777777777,200.0,0.24803906
32.32222222222222,50.0,0.23317523
32.32222222222222,66.66666666666667,0.22698175
32.32222222222222,83.33333333333334,0.22683577
32.32222222222222,100.0,0.22896886
32.32222222222222,116.66666666666667,0.23066424
32.32222222222222,133.33333333333334,0.23289231
32.32222222222222,150.0,0.23595152
32.32222222222222,166.66666666666669,0.23520056
32.32222222222222,183.33333333333334,0.237098
32.32222222222222,200.0,0.23705716
32.78666666666667,50.0,0.22341997
32.78666666666667,66.66666666666667,0.22931176
32.78666666666667,83.33333333333334,0.23402236
32.78666666666667,100.0,0.23333599
32.78666666666667,116.66666666666667,0.23137196
32.78666666666667,133.33333333333334,0.23275561
32.78666666666667,150.0,0.23475193
32.78666666666667,166.66666666666669,0.23585986
32.78666666666667,183.33333333333334,0.23598965
32.78666666666667,200.0,0.23487194
33.251111111111115,50.0,0.2221838
33.251111111111115,66.66666666666667,0.22672874
33.251111111111115,83.33333333333334,0.23103692
33.251111111111115,100.0,0.23752988
33.251111111111115,116.66666666666667,0.23919698
33.251111111111115,133.33333333333334,0.2393369
33.251111111111115,150.0,0.23675821
33.251111111111115,166.66666666666669,0.23958441
33.251111111111115,183.33333333333334,0.24204365
33.251111111111115,200.0,0.24336884
33.715555555555554,50.0,0.21891801
33.715555555555554,66.66666666666667,0.22450505
33.715555555555554,83.33333333333334,0.23164429
33.715555555555554,100.0,0.23290511
33.715555555555554,116.66666666666667,0.23540589
33.715555555555554,133.33333333333334,0.23799158
33.715555555555554,150.0,0.2361156
33.715555555555554,166.66666666666669,0.23722025
33.715555555555554,183.33333333333334,0.23885367
33.715555555555554,200.0,0.24025344
34.18,50.0,0.21239702
34.18,66.66666666666667,0.21841948
34.18,83.33333333333334,0.22469888
34.18,100.0,0.22598478
34.18,116.66666666666667,0.23180307
34.18,133.33333333333334,0.23378148
34.18,150.0,0.23610456
34.18,166.66666666666669,0.23588407
34.18,183.33333333333334,0.23940428
34.18,200.0,0.24033495
