h0,rs,gap
30.0,50.0,0.23727327
30.0,66.66666666666667,0.25676449
30.0,83.33333333333334,0.26012433
30.0,100.0,0.26490632
30.0,116.66666666666667,0.25738422
30.0,133.33333333333334,0.27283164
30.0,150.0,0.27195951
30.0,166.66666666666669,0.26774125
30.0,183.33333333333334,0.27462388
30.0,200.0,0.26388632
30.464444444444446,50.0,0.23607943
30.464444444444446,66.66666666666667,0.23610087
30.464444444444446,83.33333333333334,0.24563057
30.464444444444446,100.0,0.26138845
30.464444444444446,116.66666666666667,0.26778237
30.464444444444446,133.33333333333334,0.26832907
30.464444444444446,150.0,0.26153307
30.464444444444446,166.66666666666669,0.27281279
30.464444444444446,183.33333333333334,0.28035046
30.464444444444446,200.0,0.27988741
30.92888888888889,50.0,0.21492628
30.92888888888889,66.66666666666667,0.25305247
30.92888888888889,83.33333333333334,0.23709321
30.92888888888889,100.0,0.23446009
30.92888888888889,116.66666666666667,0.2534762
30.92888888888889,133.33333333333334,0.24595946
30.92888888888889,150.0,0.25360086
30.92888888888889,166.66666666666669,0.25355299
30.92888888888889,183.33333333333334,0.24144026
30.92888888888889,200.0,0.2644597
31.393333333333334,50.0,0.21284463
31.393333333333334,66.66666666666667,0.22270932
31.393333333333334,83.33333333333334,0.23027662
31.393333333333334,100.0,0.22535461
31.393333333333334,116.66666666666667,0.24386159
31.393333333333334,133.33333333333334,0.25107573
31.393333333333334,150.0,0.25569566
31.393333333333334,166.66666666666669,0.23948857
31.393333333333334,183.33333333333334,0.24543349
31.393333333333334,200.0,0.25348538
31.857777777777777,50.0,0.21279783
31.857777777777777,66.66666666666667,0.22796592
31.857777777777777,83.33333333333334,0.22774462
31.857777777777777,100.0,0.22834163
31.857777777777777,116.66666666666667,0.24767643
31.857777777777777,133.33333333333334,0.24918347
31.857777777777777,150.0,0.24899505
31.857777777777777,166.66666666666669,0.24820217
31.857777777777777,183.33333333333334,0.25159135
31.857777777777777,200.0,0.25495533
32.32222222222222,50.0,0.21453866
32.32222222222222,66.66666666666667,0.21604076
32.32222222222222,83.33333333333334,0.22888583
32.32222222222222,100.0,0.22489841
32.32222222222222,116.66666666666667,0.2373924
32.32222222222222,133.33333333333334,0.24013479
32.32222222222222,150.0,0.23906552
32.32222222222222,166.66666666666669,0.23693274
32.32222222222222,183.33333333333334,0.25553639
32.32222222222222,200.0,0.25346323
32.78666666666667,50.0,0.20607428
32.78666666666667,66.66666666666667,0.21672147
32.78666666666667,83.33333333333334,0.22798095
32.78666666666667,100.0,0.22608992
32.78666666666667,116.66666666666667,0.23044901
32.78666666666667,133.33333333333334,0.23369159
32.78666666666667,150.0,0.23621712
32.78666666666667,166.66666666666669,0.25302308
32.78666666666667,183.33333333333334,0.24482048
32.78666666666667,200.0,0.24684337
33.251111111111115,50.0,0.21603323
33.251111111111115,66.66666666666667,0.22051592
33.251111111111115,83.33333333333334,0.21892009
33.251111111111115,100.0,0.22963033
33.251111111111115,116.66666666666667,0.22937605
33.251111111111115,133.33333333333334,0.23442687
33.251111111111115,150.0,0.24303363
33.251111111111115,166.66666666666669,0.23849648
33.251111111111115,183.33333333333334,0.24452438
33.251111111111115,200.0,0.24391931
33.715555555555554,50.0,0.21303033
33.715555555555554,66.66666666666667,0.22576661
33.715555555555554,83.33333333333334,0.22207848
33.715555555555554,100.0,0.22767245
33.715555555555554,116.66666666666667,0.2221333
33.715555555555554,133.33333333333334,0.23549739
33.715555555555554,150.0,0.23542833
33.715555555555554,166.66666666666669,0.2427185
33.715555555555554,183.33333333333334,0.24516311
33.715555555555554,200.0,0.24183026
34.18,50.0,0.20877162
34.18,66.66666666666667,0.22083631
34.18,83.33333333333334,0.22526094
34.18,100.0,0.22340575
34.18,116.66666666666667,0.22567032
34.18,133.33333333333334,0.23424991
34.18,150.0,0.23659047
34.18,166.66666666666669,0.24314686
34.18,183.33333333333334,0.24489854
34.18,200.0,0.24170701
