h0,rs,gap
30.0,50.0,0.23347717
30.0,66.66666666666667,0.24857491
30.0,83.33333333333334,0.25121987
30.0,100.0,0.24813712
30.0,116.66666666666667,0.25691878
30.0,133.33333333333334,0.2668252
30.0,150.0,0.25861035
30.0,166.66666666666669,0.26347789
30.0,183.33333333333334,0.26390318
30.0,200.0,0.2674688
30.464444444444446,50.0,0.2206064
30.464444444444446,66.66666666666667,0.2322422
30.464444444444446,83.33333333333334,0.24310395
30.464444444444446,100.0,0.24636755
30.464444444444446,116.66666666666667,0.24711609
30.464444444444446,133.33333333333334,0.25069785
30.464444444444446,150.0,0.25002662
30.464444444444446,166.66666666666669,0.25076783
30.464444444444446,183.33333333333334,0.25983356
30.464444444444446,200.0,0.25620813
30.92888888888889,50.0,0.2229533
30.92888888888889,66.66666666666667,0.22827085
30.92888888888889,83.33333333333334,0.23186959
30.92888888888889,100.0,0.24002881
30.92888888888889,116.66666666666667,0.24061299
30.92888888888889,133.33333333333334,0.23946153
30.92888888888889,150.0,0.23842361
30.92888888888889,166.66666666666669,0.24268289
30.92888888888889,183.33333333333334,0.23749749
30.92888888888889,200.0,0.24416766
31.393333333333334,50.0,0.23388506
31.393333333333334,66.66666666666667,0.23800549
31.393333333333334,83.33333333333334,0.24000341
31.393333333333334,100.0,0.2405763
31.393333333333334,116.66666666666667,0.24043046
31.393333333333334,133.33333333333334,0.24647257
31.393333333333334,150.0,0.24548086
31.393333333333334,166.66666666666669,0.24677883
31.393333333333334,183.33333333333334,0.24514321
31.393333333333334,200.0,0.24849071
31.857777777777777,50.0,0.21714796
31.857777777777777,66.66666666666667,0.22896688
31.857777777777777,83.33333333333334,0.23659069
31.857777777777777,100.0,0.23962226
31.857777777777777,116.66666666666667,0.24167201
31.857777777777777,133.33333333333334,0.24236067
31.857777777777777,150.0,0.23985478
31.857777777777777,166.66666666666669,0.24793446
31.857777777777777,183.33333333333334,0.24126145
31.857777777777777,200.0,0.23965426
32.32222222222222,50.0,0.21778409
32.32222222222222,66.66666666666667,0.23099015
32.32222222222222,83.33333333333334,0.23289986
32.32222222222222,100.0,0.23777922
32.32222222222222,116.66666666666667,0.24051393
32.32222222222222,133.33333333333334,0.23636233
32.32222222222222,150.0,0.24293481
32.32222222222222,166.66666666666669,0.2467641
32.32222222222222,183.33333333333334,0.24323448
32.32222222222222,200.0,0.24111446
32.78666666666667,50.0,0.21519198
32.78666666666667,66.66666666666667,0.2266769
32.78666666666667,83.33333333333334,0.23455125
32.78666666666667,100.0,0.23589359
32.78666666666667,116.66666666666667,0.24247108
32.78666666666667,133.33333333333334,0.23560597
32.78666666666667,150.0,0.23735323
32.78666666666667,166.66666666666669,0.23862693
32.78666666666667,183.33333333333334,0.24272004
32.78666666666667,200.0,0.24697933
33.251111111111115,50.0,0.21197564
33.251111111111115,66.66666666666667,0.22355137
33.251111111111115,83.33333333333334,0.22538482
33.251111111111115,100.0,0.23207736
33.251111111111115,116.66666666666667,0.23456988
33.251111111111115,133.33333333333334,0.23325851
33.251111111111115,150.0,0.24107051
33.251111111111115,166.66666666666669,0.24200661
33.251111111111115,183.33333333333334,0.24683777
33.251111111111115,200.0,0.24951138
33.715555555555554,50.0,0.21299007
33.715555555555554,66.66666666666667,0.22233257
33.715555555555554,83.33333333333334,0.22578742
33.715555555555554,100.0,0.22603196
33.715555555555554,116.66666666666667,0.23774735
33.715555555555554,133.33333333333334,0.23755084
33.715555555555554,150.0,0.23724794
33.715555555555554,166.66666666666669,0.24428916
33.715555555555554,183.33333333333334,0.23775526
33.715555555555554,200.0,0.2396098
34.18,50.0,0.21472368
34.18,66.66666666666667,0.21885975
34.18,83.33333333333334,0.23014299
34.18,100.0,0.22671855
34.18,116.66666666666667,0.23303523
34.18,133.33333333333334,0.23612191
34.18,150.0,0.24062135
34.18,166.66666666666669,0.24547452
34.18,183.33333333333334,0.24307026
34.18,200.0,0.24680299
