h0,rs,gap
30.0,50.0,0.23066955
30.0,66.66666666666667,0.2544898
30.0,83.33333333333334,0.23727675
30.0,100.0,0.26490098
30.0,116.66666666666667,0.2506876
30.0,133.33333333333334,0.26506212
30.0,150.0,0.25483707
30.0,166.66666666666669,0.26045297
30.0,183.33333333333334,0.26611245
30.0,200.0,0.26550725
30.464444444444446,50.0,0.23977616
30.464444444444446,66.66666666666667,0.25724163
30.464444444444446,83.33333333333334,0.24878221
30.464444444444446,100.0,0.24316469
30.464444444444446,116.66666666666667,0.25866759
30.464444444444446,133.33333333333334,0.24436475
30.464444444444446,150.0,0.25087349
30.464444444444446,166.66666666666669,0.26191236
30.464444444444446,183.33333333333334,0.26172044
30.464444444444446,200.0,0.26458258
30.92888888888889,50.0,0.23655314
30.92888888888889,66.66666666666667,0.22218522
30.92888888888889,83.33333333333334,0.2359412
30.92888888888889,100.0,0.22860745
30.92888888888889,116.66666666666667,0.259336
30.92888888888889,133.33333333333334,0.24358932
30.92888888888889,150.0,0.24587548
30.92888888888889,166.66666666666669,0.25715312
30.92888888888889,183.33333333333334,0.25544646
30.92888888888889,200.0,0.25647395
31.393333333333334,50.0,0.21462997
31.393333333333334,66.66666666666667,0.22775113
31.393333333333334,83.33333333333334,0.23627845
31.393333333333334,100.0,0.24291568
31.393333333333334,116.66666666666667,0.24261885
31.393333333333334,133.33333333333334,0.23875947
31.393333333333334,150.0,0.23500962
31.393333333333334,166.66666666666669,0.2343072
31.393333333333334,183.33333333333334,0.22564126
31.393333333333334,200.0,0.23717109
31.857777777777777,50.0,0.20924063
31.857777777777777,66.66666666666667,0.22464367
31.857777777777777,83.33333333333334,0.22599245
31.857777777777777,100.0,0.22710014
31.857777777777777,116.66666666666667,0.24207787
31.857777777777777,133.33333333333334,0.23151349
31.857777777777777,150.0,0.24264662
31.857777777777777,166.66666666666669,0.24265759
31.857777777777777,183.33333333333334,0.24919401
31.857777777777777,200.0,0.25901106
32.32222222222222,50.0,0.21246569
32.32222222222222,66.66666666666667,0.22170528
32.32222222222222,83.33333333333334,0.23731636
32.32222222222222,100.0,0.23754418
32.32222222222222,116.66666666666667,0.23312794
32.32222222222222,133.33333333333334,0.236066
32.32222222222222,150.0,0.2428719
32.32222222222222,166.66666666666669,0.24754566
32.32222222222222,183.33333333333334,0.25245282
32.32222222222222,200.0,0.2580764
32.78666666666667,50.0,0.2173253
32.78666666666667,66.66666666666667,0.21602768
32.78666666666667,83.33333333333334,0.22790474
32.78666666666667,100.0,0.2329203
32.78666666666667,116.66666666666667,0.23804177
32.78666666666667,133.33333333333334,0.2382056
32.78666666666667,150.0,0.23900716
32.78666666666667,166.66666666666669,0.24454862
32.78666666666667,183.33333333333334,0.24482166
32.78666666666667,200.0,0.24318341
33.251111111111115,50.0,0.22370368
33.251111111111115,66.66666666666667,0.2233328
33.251111111111115,83.33333333333334,0.22494521
33.251111111111115,100.0,0.23318983
33.251111111111115,116.66666666666667,0.23420422
33.251111111111115,133.33333333333334,0.24194187
33.251111111111115,150.0,0.24210106
33.251111111111115,166.66666666666669,0.24022409
33.251111111111115,183.33333333333334,0.2432215
33.251111111111115,200.0,0.24321662
33.715555555555554,50.0,0.22901989
33.715555555555554,66.66666666666667,0.22910359
33.715555555555554,83.33333333333334,0.22632972
33.715555555555554,100.0,0.22890045
33.715555555555554,116.66666666666667,0.2285493
33.715555555555554,133.33333333333334,0.23685812
33.715555555555554,150.0,0.24064352
33.715555555555554,166.66666666666669,0.24077557
33.715555555555554,183.33333333333334,0.24273553
33.715555555555554,200.0,0.23910079
34.18,50.0,0.2163694
34.18,66.66666666666667,0.22202653
34.18,83.33333333333334,0.22742635
34.18,100.0,0.2297089
34.18,116.66666666666667,0.23517677
34.18,133.33333333333334,0.232078
34.18,150.0,0.23546045
34.18,166.66666666666669,0.23883036
34.18,183.33333333333334,0.23658277
34.18,200.0,0.2361778
