h0,rs,gap
30.0,50.0,0.21905773
30.0,66.66666666666667,0.23412293
30.0,83.33333333333334,0.25978802
30.0,100.0,0.25130463
30.0,116.66666666666667,0.25181143
30.0,133.33333333333334,0.25317471
30.0,150.0,0.25464811
30.0,166.66666666666669,0.25614115
30.0,183.33333333333334,0.25750037
30.0,200.0,0.25989808
30.464444444444446,50.0,0.20831565
30.464444444444446,66.66666666666667,0.22644982
30.464444444444446,83.33333333333334,0.23145076
30.464444444444446,100.0,0.24667988
30.464444444444446,116.66666666666667,0.24591034
30.464444444444446,133.33333333333334,0.25630464
30.464444444444446,150.0,0.25252452
30.464444444444446,166.66666666666669,0.24860306
30.464444444444446,183.33333333333334,0.24988257
30.464444444444446,200.0,0.25854147
30.92888888888889,50.0,0.23897349
30.92888888888889,66.66666666666667,0.23654446
30.92888888888889,83.33333333333334,0.2432234
30.92888888888889,100.0,0.24929039
30.92888888888889,116.66666666666667,0.2491662
30.92888888888889,133.33333333333334,0.25542183
30.92888888888889,150.0,0.25465419
30.92888888888889,166.66666666666669,0.25507356
30.92888888888889,183.33333333333334,0.25830678
30.92888888888889,200.0,0.25248771
31.393333333333334,50.0,0.23606959
31.393333333333334,66.66666666666667,0.2424029
31.393333333333334,83.33333333333334,0.24541265
31.393333333333334,100.0,0.25448327
31.393333333333334,116.66666666666667,0.2577951
31.393333333333334,133.33333333333334,0.26237005
31.393333333333334,150.0,0.25926253
31.393333333333334,166.66666666666669,0.26315656
31.393333333333334,183.33333333333334,0.26799479
31.393333333333334,200.0,0.26558715
31.857777777777777,50.0,0.23141156
31.857777777777777,66.66666666666667,0.23895569
31.857777777777777,83.33333333333334,0.24239418
31.857777777777777,100.0,0.24529099
31.857777777777777,116.66666666666667,0.25251839
31.857777777777777,133.33333333333334,0.25529359
31.857777777777777,150.0,0.25564311
31.857777777777777,166.66666666666669,0.25868328
31.857777777777777,183.33333333333334,0.26244293
31.857777777777777,200.0,0.26135696
32.32222222222222,50.0,0.23120324
32.32222222222222,66.66666666666667,0.23647614
32.32222222222222,83.33333333333334,0.23529742
32.32222222222222,100.0,0.23687355
32.32222222222222,116.66666666666667,0.24562189
32.32222222222222,133.33333333333334,0.25223094
32.32222222222222,150.0,0.25326773
32.32222222222222,166.66666666666669,0.25079012
32.32222222222222,183.33333333333334,0.25209868
32.32222222222222,200.0,0.25245976
32.78666666666667,50.0,0.22066848
32.78666666666667,66.66666666666667,0.22867065
32.78666666666667,83.33333333333334,0.24170749
32.78666666666667,100.0,0.24657886
32.78666666666667,116.66666666666667,0.24324621
32.78666666666667,133.33333333333334,0.24342955
32.78666666666667,150.0,0.24674088
32.78666666666667,166.66666666666669,0.24891064
32.78666666666667,183.33333333333334,0.2489493
32.78666666666667,200.0,0.24781368
33.251111111111115,50.0,0.22110068
33.251111111111115,66.66666666666667,0.23439674
33.251111111111115,83.33333333333334,0.24455462
33.251111111111115,100.0,0.24466791
33.251111111111115,116.66666666666667,0.24211425
33.251111111111115,133.33333333333334,0.24242152
33.251111111111115,150.0,0.24768791
33.251111111111115,166.66666666666669,0.24668767
33.251111111111115,183.33333333333334,0.24775961
33.251111111111115,200.0,0.25019663
33.715555555555554,50.0,0.21946738
33.715555555555554,66.66666666666667,0.23319508
33.715555555555554,83.33333333333334,0.24099161
33.715555555555554,100.0,0.24175103
33.715555555555554,116.66666666666667,0.24151904
33.715555555555554,133.33333333333334,0.24630145
33.715555555555554,150.0,0.2440521
33.715555555555554,166.66666666666669,0.24749761
33.715555555555554,183.33333333333334,0.24819606
33.715555555555554,200.0,0.24819437
34.18,50.0,0.21967722
34.18,66.66666666666667,0.22206274
34.18,83.33333333333334,0.23132603
34.18,100.0,0.24030561
34.18,116.66666666666667,0.23947797
34.18,133.33333333333334,0.23849578
34.18,150.0,0.24140572
34.18,166.66666666666669,0.23942977
34.18,183.33333333333334,0.24786308
34.18,200.0,0.24757193
