GAP,(h0-h1)/rd,h0+h1,h2,rs,w0,w1,rd
0.1515635021,1.1999845519,65.7178365188,0,50,33.0004990381,37.6979408728,2.2018312462
0.1385146363,1.1109211188,65.8933312484,0.4018491439,50,32.1334473835,33,2
0.138714935,1.0291226468,66.3017547065,0.4017801131,50,32.1195484967,33,2
0.1977233187,0.8000097657,66.2396180716,0.2519929408,50,32.9730486835,42,2.6504450563
0.1374624697,0.9642924267,66.4314151466,0.3065325148,50,32.1854518574,33.6538071391,2
0.1579957393,0.8000001345,66.7144236829,0.3167501098,72.8784464289,32.6642744673,33.2293105902,2.0569700506
0.1349355939,0.8000013792,65.6853591465,0,50,32.6640396054,33.487154966,2
0.2133584431,0.8638961865,59.320678431,0.1039592279,51.3437872503,34.2020122958,33.2552775301,2.9658008096
0.1948134029,1.1346354261,65.7176065129,0.435079843,178.0771846482,33.7454512449,33.8060708016,2.0722012141
0.2506569679,0.9880162001,59.5709683927,0.7734958547,111.2531610804,34.3418133149,34.0354056138,2.0251811365
0.2235531087,1.1999992249,58.3350304951,0,50,34.1906265082,42,3
0.1375607211,1.0641641158,65.8717122145,0.4271079611,50,32.1168914887,33,2
0.2516032013,1.1999990323,57.5999970969,0,200,34.5746621681,33.258613137,3
0.2454359772,0.8000021492,57.8844593643,0.4655426387,50,34.3487690609,33,2.6444186904
0.1389931467,0.800023714,66.6315291604,0.106247338,50,32.1992749409,34.0525199603,2.1605245061
0.2453412018,0.8000032241,59.166713419,0.2669735606,50,34.1908148532,42,3
0.2109894602,1.1999966051,63.3005881551,1,50,33.0933230892,42,2.2915315708
0.2300727585,1.1502880532,58.8569774927,0.0170715052,193.3900182623,34.0057925938,34.9895877607,2.8657868363
0.2008210743,0.8451216556,65.2077194182,0.1006972443,193.8208245632,32.6522737471,33.3303811403,2.9812609344
0.1851762557,0.8000064507,63.3205523862,0.3756612472,50,33.0537720449,37.736090038,2.6299544374
0.1286758378,0.9488659233,66.2036201162,0.1410043817,50,32.2170999284,33,2
0.2202722478,0.9816940732,62.6953213015,0.0487240765,99.8031990349,33.9613539614,41.6295572385,2.0368926813
0.3039550988,1,57,0,50,35.0060971862,33,3
0.1734278484,1.1999999993,60.5072004647,0.1839041148,50,33.8438454473,34.9126297889,2
0.1659451725,0.8000013047,65.349250749,0.7292059701,50,32.3203654931,36.3939706289,2
0.2500466744,0.8000061583,58.4294130976,0.0124561808,152.7576913263,34.837721283,33,2.946662689
0.2422209739,0.8000140707,58.9706393381,0.1740401004,183.687422654,34.5827976521,33.4386290832,2.9523242378
0.2016608278,1.1999941873,62.8271726815,0,132.5194328765,34.3716093037,33,2.4159050669
0.4728964852,1,57,0,200,35.6236788144,42,3
0.1244890296,0.9393310482,66.1952408356,0.1497873235,50,32.2449977338,33,2
0.2865463247,1,57,0.336306054,200,34.8632060101,36.9432573673,3
0.2006089503,1.1992735525,64.5592972974,0.2281300087,121.7418949745,33.5832793452,33,2.5986564114
0.2015744706,0.8000082843,60.5670882132,0.6968220493,50,33.4436725434,33,2.2858688366
0.2516326805,1.199999081,60.4568019255,0.1704279269,123.8432540647,34.120761275,41.6320857728,3
0.2037828237,1.1999924689,59.4086489698,0.2743623633,200,33.627929883,37.9333001965,2
0.2668126877,0.8000012561,65.6420034612,0.4323107078,200,33.3736059912,41.960016292,2.7075328505
0.1897965191,0.8000208172,64.0721874359,0.6736675271,72.6580700281,32.4573242203,33,2.6029522629
0.1700842484,0.800007345,66.5867242631,0,127.9018897359,33.0768697944,33,2.2165743202
0.2863838658,1.1999966015,58.4615226745,0.9890039699,193.7396741705,34.0487208069,40.2974565393,2.9934677904
0.2270934847,1.1999915281,65.1849276156,0.6506585201,103.7463863948,34.2292358627,39.7088309435,2.4662275735
0.1285685223,0.8000018198,66.7596158223,0.1421905639,50,32.1101271762,33,2
0.2771228149,0.8000023257,65.9747718944,0.8909554137,195.9312895303,32.163812846,42,2.0041595198
0.2178568396,0.8000025352,60.6896314493,0,50,34.6765639561,33,2.373195931
0.1962724262,0.8000031609,66.478557355,0.6933915787,156.6566023693,32.638678896,33,2.3517940139
0.2197368245,1.1999865783,59.7594659249,0,50,33.7959462379,40.1686447097,3
0.131868049,0.9198850885,66.2173958135,0.1391934193,50,32.2344452889,33,2
0.1442302378,0.800017881,66.759964238,0.7607734848,50,32.1472426294,33,2
0.1331804115,0.9727009675,66.4145980649,0.161372305,50,32.1013915135,33,2
0.1976873443,1.1999937037,60.050326799,0.4575696757,75.3401866446,33.6996427256,34.7283187033,2
0.1984370276,1.1999999941,62.1915443798,1,78.4329991523,33.4766113067,36.1816239045,2.1635282412
0.2114945869,0.8000024719,66.3247807717,0.4051427487,79.0407001135,33.1546513446,42,2.0367486057
0.1750936486,1.1999984517,63.5941196677,0,125.566380793,33.8402873734,33,2
0.1298579765,0.8000060729,66.1957805804,0.1471173658,50,32.2753397461,33,2
0.1389709304,1.0618608379,65.1575290842,0.5393044649,50,32.2328247335,33,2
0.2613327817,1.1999966358,59.1602864478,1,133.7986147616,33.9809965492,40.5012282032,2.6384493695
0.1955436199,1.1999963921,65.5930898976,0.3793452645,50,32.4722961854,41.484514265,2.3057653511
0.2137952785,0.9056045949,63.718850845,0.1086913747,177.7657867928,33.9133951142,33,2.604936895
0.143109925,0.8000009234,64.4120232378,0.2155980301,50,32.5629701417,33.5291692344,2
0.1826032974,0.8000009708,66.4935353906,1,50,32.3167438135,41.0218473552,2.2430366899
0.2482950915,1.1636261494,59.1399605859,0.1580357891,199.7111670985,34.3579058928,41.6178167417,2.641340822
0.1806136953,0.8000000978,64.2956871197,0,50,32.8110636957,34.8708573914,2.825907751
0.228325391,1.1999882616,64.955028268,0.620727418,115.6007196966,34.007176277,36.9207472048,2.8375041997
0.1965109214,1.1999972299,60.9840794787,0.0983824022,167.8452649852,34.1141972557,35.8811474093,2.2670047058
0.1135287941,0.8000487428,66.567681965,0.1224540163,50,32.2637330162,34.117432251,2
0.2035788816,0.8000087837,61.7981089553,0.6081459895,51.0658052097,33.3990391998,42,2.0058954125
0.2540872178,1.1999975743,58.5228561849,0.7397346266,185.2585477208,34.1896866906,33,2.3948744793
0.2443479535,0.8000072581,58.72579611,0,118.286083678,34.8679908206,35.3649254927,3
0.2728986721,0.8000008926,57.5999973221,0,50,35.064715731,39.9865194118,3
0.1270061957,0.800007443,66.2724947885,0.1214563419,50,32.3163793678,33.6491944099,2
0.2868204687,1,57,0.3466755513,50,34.8776914352,42,3
0.2181678884,0.8000189618,60.6977932584,0.0188767306,135.1562397984,34.531233626,33,2.7083724205
0.1736928763,0.9849080369,65.4532342157,0.5769621357,54.6426645899,31.9816862312,33.4221621739,2.8861947637
0.2012198351,1.1999884024,62.0209560747,0.2678655896,50,33.0511512338,33,3
0.1443361807,0.8000015223,66.6835506203,0.1524382269,50,31.1926707063,34.0482810504,2.095557737
0.222474425,0.8000007462,65.5792740767,0.5224465528,106.4468864199,33.5916618836,35.2941443249,3
0.1609711243,1.1999981945,65.311673709,0,197.4157892605,33.4315551839,33.2892274738,2
0.1592617152,0.8000247341,65.1195802088,0.0779142385,50,32.6240952488,33,2.4171056742
0.1952854675,0.8000008105,65.1322393219,0.6138603817,72.1929132336,32.7759888318,33.2065855416,2.7653466708
0.2554022115,1,57,0.2576295899,50,34.6658886524,36.8959889427,3
0.1900303758,1.1999957865,62.4766194009,0,104.8847291217,34.0599944436,36.022948277,2.3015425735
0.2360649171,0.8084078539,59.7298929958,0.9451282505,60.0395895603,33.3188144354,41.94184799,2.0048558
0.1824059295,1.199997233,60.0392206975,0.639686417,50,33.5518519602,36.5346911887,2
0.2902653315,1.1745798567,61.0047395822,0.9463748893,195.7599928965,34.3133841111,41.9872162106,2.7416705307
0.2107286357,0.8000068569,62.8068592779,0,100.7861367454,33.9013968028,33,2.834824104
0.2107677649,0.8000055137,61.9169668319,0,121.8902615509,34.5399941394,33,2
0.1867049514,0.8000050265,66.5127505629,0.6777289685,50,33.0812256268,39.3171078214,2.3090472884
0.2543936896,0.8000052135,62.3638054473,1,177.9089268042,32.7600284988,33,3
0.1449597278,0.8000084185,66.1984772607,0.2156699772,50,31.9094220446,35.5607868509,2
0.1487396768,0.8000001431,65.4193995039,0.4602248755,50,32.1797748036,34.5827757222,2
0.2544404889,1.1481182615,59.6581294703,0.034390654,141.1266242571,34.5921470778,41.106944056,2.6902381254
0.1508250237,0.8000127085,63.8106329447,0.5025650278,50,32.5700004798,33,2
0.140686335,0.8000081565,66.4278120045,0.0688527407,50,32.3849321311,35.1675614076,2.1557307913
0.1688251008,0.8000577559,65.9964723101,0,50,33.3168444497,33.458588494,2.5724535775
0.1779063634,1.1677303163,65.6517738991,0.7231176764,121.6069547896,32.7945341636,33.027592226,2.2713140962
0.2215975789,0.8000017592,61.1406291123,0,183.3702414838,34.3246191214,34.8508439032,2.6942094432
0.1850504456,0.8000091639,66.5364904792,0.1421347943,113.1717376644,33.6493927657,34.0464748036,2.2793607913
0.2584986625,0.8000001642,63.0108942849,0.5623060199,200,32.8676068345,41.6902987175,2
0.2532300651,0.9491557122,57.5364464006,0.463241727,138.8631093788,34.4965979822,33.0208196867,2.7825482531
0.3092601024,0.9992934785,58.9814576481,0.6735302489,196.7340696631,34.7817544105,37.9608652196,2.9550977023
0.1777021869,0.8000407718,64.1384494116,0.6314849617,50,32.3867268078,37.0610834915,2.1818526839
0.135720728,0.800007622,66.2781843455,0.1122030328,50,32.135828236,33.710338294,2
0.2245370405,1.199987627,64.760037119,0.8344612149,122.0042625201,31.5855895176,33,3
0.1803328427,0.8000125938,66.5660000753,1,50,32.7764710269,37.2260606575,2.2424646045
0.1560034115,1.0047911732,64.8237124146,0.5240125454,50,32.1131589392,33,2.16593936
0.2450091606,1.0899546317,59.5307252242,0.0242523177,197.4023320333,33.4441813533,40.7608312489,2.1976561561
0.2465371633,1.1999977314,59.0147098735,0.061392969,168.9142931598,34.5291877841,37.7866091711,3
0.2390321025,1.1999790833,64.7600627501,1,50,33.5651720184,33,3
0.9102412682,0.898428595,63.0924384121,0.807921628,122.2362454882,36.4947611141,35.7505048271,2.8775630693
1.5462429266,1.0758075526,59.0666003373,0.1576700078,120.6072512813,37.6144616592,35.9048508054,2.7541336868
0.3849714848,1.1834570592,61.2494971744,0.4366677705,56.8124872398,35.4524565162,36.4407580509,2.9149838366
1.5450452532,0.845146288,66.0226949969,0.0438292069,50.041477304,37.1594533,39.0033122453,2.1112688359
0.6020420439,1.1976228595,64.7621697258,0.9072458543,129.5862538842,35.7640495439,40.6283359195,2.66333067
0.3303356547,0.8807295615,64.4385076297,0.7780831381,123.8137732083,35.1256099146,41.0441780547,2.8437848543
0.6770303373,1.0685057793,58.2999073932,0.1787579428,59.5302200131,36.0498623668,40.2701488281,2.8537777325
0.208076126,1.1670942136,60.537740644,0.0960339593,136.4710495348,33.9755380782,40.7935407865,2.0643392163
0.2202028321,0.8547798193,63.2939544876,0.2235555484,116.1634095677,33.9583466747,38.5721834286,2.589777412
0.2471799743,0.9707214978,65.1936741432,0.3506376204,199.3341733107,34.352284427,41.1883224833,2.3973575339
2.4129356936,0.827122988,62.3982920677,0.9640275572,132.9105735893,30.0340523789,40.8828504578,2.4570209197
0.3415147758,0.8765617064,58.8119796168,0.2986059292,100.9384421688,32.5230584025,35.2340824738,2.7936379247
0.2415022735,0.9290315735,64.0103415069,0.7547723336,105.9861392295,31.6679031545,38.0865435499,2.2386430763
1.1705451083,0.8330560434,60.9169247637,0.1076694701,54.3853015115,36.3758514206,37.6636950611,2.2234565544
0.2216228086,0.8367573544,65.7605749183,0.5115049387,110.4441639584,33.904683996,37.6784429952,2.9053195024
1.5148885934,1.0863768826,64.6352730205,0.3473399446,104.8402097198,37.5882853396,33.9904395969,2.7857212164
2.0565496468,0.9969688346,58.8445497914,0.2737036255,155.2935229296,30.9281128691,40.7646962733,2.6477802585
1.155846538,1.0902422664,59.0629957288,0.5465504126,170.988755517,36.808323778,35.1837190845,2.7039294937
1.5287526283,0.8736367594,63.1449099474,0.8045961424,126.2768903746,37.7831444653,38.8842661173,2.5053688688
0.2677947511,1.0725904346,58.945881608,0.3818122178,194.2273857192,34.7184782751,37.8007845256,2.6723946574
0.2186997165,0.8551100216,63.8649932854,0.3051975244,114.9809654333,33.9111941026,38.4495532991,2.6634275068
0.2349384896,0.88720192,64.9780317167,0.5469385728,117.7658466317,34.0174179702,39.3397779581,2.808168671
0.2167241548,0.9535742751,64.5673805868,0.4975051275,110.1941788366,32.3907990689,37.6643146543,2.3504103226
0.2061824794,1.1209299858,63.0037794836,0.1381389587,166.5171361109,33.9141818314,39.6910427771,2.1874989544
0.2241955696,1.0449905825,64.811610541,0.7071607573,90.857948001,31.2838343591,36.148219247,2.0657135957
0.2260764178,0.8703800206,62.5489349944,0.3852780471,60.0582051535,32.0664086318,36.1042325693,2.9752971217
0.2167497515,0.8701478617,63.8780622676,0.1086093359,200,33.9295301913,38.4240123155,2.7093085359
0.2480835216,0.8000000419,65.8529753609,0.1929247523,153.6135586873,34.4054922394,41.8252260793,2.977012785
0.3838093927,1.1999999126,60.0801959455,0.007837115,200,35.0159193915,39.2524284118,2
1.0144001072,1.199999961,61.9934307821,0.5661855717,76.3596107513,30.8809103323,33.0002125561,2.6275771572
0.2240584785,1.0002425689,63.7518265286,0.3812999883,58.2849244683,33.63169932,39.4454911664,3
0.2994845368,0.8414030289,66.5345208532,0.2171161155,193.3544225896,31.1500653793,37.8192452317,2.0698465067
0.2044499014,1.1456894665,65.2597609258,0.0029706628,149.39081109,33.3514290771,39.5245294792,2.5504639739
0.2198170976,1.0111890166,66.1149106847,0.98546358,119.1293472077,32.4378569294,38.0549980643,2.0048003465
0.2412258026,0.8000000045,65.9110982326,0,98.524400354,31.6071729766,37.9685157785,2.9585390081
0.2798372153,0.8094249525,65.9870703905,0.2772629422,115.690520586,31.7133348393,40.5047117678,2.2017906844
0.2429761658,0.800000059,65.685311191,0.65974977,110.3517045416,31.6828586566,38.6192753989,2
0.2183914647,0.8000987224,66.7598025552,0,200,33.063793248,42,2
1.3148633019,0.857998232,60.5066172222,0.0572011964,163.2210065423,31.5753449146,34.6586469241,2.9848331802
0.812756163,0.8000000224,57.6015776506,0.384005701,50,32.4568096494,34.8190615346,3
0.3059030677,0.8535395505,65.9589022375,0.5420674146,61.7804147813,30.5614842788,38.8147233401,2.7925047677
0.2237724251,0.8000004696,65.9599985912,0.9135876497,50.0017974501,33.9609433467,38.6524909114,3
0.2055278387,0.8000000888,66.5397231983,0.9463892044,62.7222145512,31.997390181,37.8230923208,2.2753457495
0.1927040129,1.1999998166,63.6852423858,0.0801960405,50,32.0217229578,37.554428613,3
0.3619795286,1.1587709451,63.4150969265,0.1387916269,189.5575505224,35.3604415791,41.9368279158,2.9393920113
0.2032847455,0.8000000551,63.1400870146,0.1450057929,57.1065399163,32.1892359601,38.1731291805,2.6898003636
0.3133349897,0.8395280168,64.8289795472,0.5436105502,187.4071198901,35.1317411142,40.5158325768,2.9864995147
0.2363419967,0.8000000099,61.9052279511,0.1714988611,119.0662865634,31.9729099417,38.1305497531,2
1.4606768781,1.1999994713,57.6000010573,0.1611092171,129.8910161558,31.8315590677,33.1798920317,2
0.3194279014,0.9514999478,65.4599029527,0.154475724,59.5642677807,30.4048629422,39.233128791,2.0156129272
0.206359482,1.1154972102,61.1321714733,0.125846015,61.6208150143,33.6474228591,36.9984737345,2.8662032917
0.2343149908,1.0640418695,61.8936574731,0.0796456614,74.4386686431,32.5259552595,41.838194181,2.1539862127
0.2117697276,0.8806566789,66.5056859157,0.6261468461,179.0183546417,32.675117706,36.7552027246,2.0895815573
0.2223505945,0.8651174364,66.1333465266,0.8647039683,121.4690134535,31.7408477585,35.6500191259,2.3494691257
0.3809755161,1.0994068488,63.8630252117,0.0600341403,188.8753631349,35.0018547828,41.3680100137,2.0221087036
0.5160945104,0.8780340096,65.8187916381,0.0190490646,190.1917421076,35.6013127308,40.5551420964,2.6675638944
0.3237233942,0.8000000456,66.3832265243,0,200,31.4711004433,41.3230800696,2.4709667039
0.231595168,0.8375692784,61.0720033509,0.3767528161,100.2519224388,33.6425756809,36.9746779831,2.7468482695
0.2094813308,0.8742169769,64.2847804284,0.536120721,54.6236565839,33.3976207089,37.2541047899,2.9562494201
0.2011108103,1.1419150888,62.2938148568,0.0277452425,99.71093249,32.3121116375,38.6355102707,2.1173162432
0.2132519833,1.1496080915,62.3868315554,0.1144636995,81.7708254877,32.7422515074,40.0400195133,2.0242371936
0.2528574552,1.1999999998,62.7637425401,0.3514233157,188.1717837654,34.31539779,38.8252122629,2.6858150836
0.2498068371,0.9355177709,62.7634548159,0.1426254503,145.2699673321,32.380992619,41.1724600829,2.0042386929
0.2050270475,1.1999997551,65.5039111505,0.2981815957,200,32.9932945741,38.6888865125,2.3800745271
0.6089697449,0.8000000054,65.9599999837,0.6553374406,80.1338526428,35.9271898118,42,3
0.2190916255,0.8000001068,64.8277302565,0,99.8907473518,32.6510593111,40.9567516515,2.5631939638
0.4603454494,0.883285156,60.9809915726,0.1797581021,190.5353556856,35.4258270955,39.5058572878,2.4875626344
0.2372590636,1.1413356484,63.6123818574,0.687273411,95.6773451637,32.8878669299,37.5531683489,2.986800819
0.2214178275,0.8958828073,63.3072421076,0.318459398,189.3305309934,33.0403159668,37.4715100484,2.2022973912
0.1945426199,1.1651820982,63.786233492,0.9762497401,77.7810907817,32.9132902264,37.3241362827,2.0191858557
0.2356975475,0.9016490408,65.9546527794,0.3453880379,148.73304351,32.9827914622,39.1822077626,2.6343929055
0.2136904787,0.8000000517,65.0166958366,0.9013529799,90.5557615938,32.6385443189,37.1875462514,2.3303537464
0.2252027712,1.1999999356,64.1763345815,0.73124578,61.4190489004,31.9010897845,38.5800283468,2.1431545891
0.1737032882,0.838498688,65.8620676005,0.9063525849,58.2528778069,31.8060689571,36.1022546349,2.0550385215
0.2081927478,1.001815604,65.0611795617,0.9919136101,177.0409716849,32.6343953897,33.0010122347,2.1678081351
0.2319419328,0.8000001949,65.1255457325,0.0391504401,200,33.1465478225,40.0002010653,2.2432102296
0.2167782731,0.8319554796,65.6411812652,0.9175206419,188.8435128642,32.1171777534,35.8925959738,2.0679785046
0.2001053153,1.199999732,63.7748952571,0.7010849086,107.0613326395,32.5128280286,37.7528797756,2.0051818064
0.2053583157,1.1305442006,65.7748598056,0.8249353115,172.8368356152,31.6346903545,33.9097561062,2.1069476214
0.2388696172,0.8035797932,65.7290878863,0.8713717375,121.307359735,32.6790641344,36.1807622337,2.9675408499
0.2436913639,1.1382565196,61.8126557836,0.3876175592,85.2922906733,34.0121332329,37.913718779,2.9905192468
0.2047138598,1.199999912,59.9488293509,0.3385432639,67.0471236525,33.3140203034,36.8396219184,2.6307958977
0.2549957975,1.199999629,65.6631873857,0,50,31.5647098066,42,2.2473445402
0.2127622918,0.8000000167,61.9278086322,0.1353456427,107.191400994,33.1410418799,38.9740095323,2.2422361474
0.1996434028,1.1177200814,61.5209432634,0.028728742,102.1657565042,33.4657656502,40.7002733687,2.0120488441
0.2122156858,0.8629635316,65.9261703911,0.0169581038,69.2148554407,32.6951369927,39.5402124403,2.7826524094
0.3003444986,0.8035766438,66.0714176354,0.9894206977,166.2047671368,34.7440205223,33.4559987801,2.843256647
0.1825285545,0.8000000322,66.2154936968,0.9681418913,139.3684594444,32.5411303522,34.5798629813,2.0624278542
0.2216993032,0.9321167322,65.9350266559,0.8114166608,191.4603924594,32.4939304804,34.2022750414,2.5302240277
0.2175030413,1.199999918,65.397820415,0.994932823,65.3897752821,31.8187710169,36.9672008508,2.406963459
1.4687063151,1,57,1,200,38,42,3
0.2384699861,1.1999960543,65.7653162053,1,74.1501047485,31.329432144,36.5704149753,2
0.2389198948,0.800000102,66.7457481792,1,200,34.0743328073,33,2.0178145187
0.2339638971,1.1999999842,64.8291191935,0.0178986591,147.0833962245,33.0126965736,41.3979624117,2.7356090018
0.2232131812,1.1999999095,64.774258846,0.2393452889,95.071573253,32.8505930012,38.4813294514,2.9055013024
0.2235218559,0.8042868893,64.5952835338,0.9808522704,58.5426714351,33.7676842686,38.0381103823,2.9814511155
0.196717659,0.8938257767,66.3278409106,0.9951334439,178.4277393955,32.8214762963,33.4029644461,2.174988008
0.2068646153,0.8000003171,64.6822946816,0.7825335301,159.6700435523,32.456181288,36.2432164948,2.0386475713
0.1987742019,1.199999835,63.6081860944,0.1522465337,160.5375812645,33.1643768645,38.8904605639,2.4258052311
0.2715368139,1.103273371,64.9541824752,0.9614836056,192.224321188,34.4936383477,36.0250029669,2.9491894152
0.1986330773,0.8158316007,65.5489191249,0.8453262301,58.1900014358,31.7907225207,34.5078391004,2.9678975037
0.1955826083,0.8000001732,66.7144270779,1,200,32.071987257,33,2
0.1767551171,1.1460411231,65.4453401651,0.6239755899,197.840347812,32.8737841246,33.4091836155,2.0109048343
0.2202702433,1.1999996502,64.7600010495,0.9262363851,60.7801832418,33.052096857,36.6514393854,3
0.2244607868,1.039390462,66.2003234217,0.4539583626,197.7678853327,33.3007611246,41.3532423837,2.0595375874
0.2965027149,1.0668991572,64.1965071127,0.026676079,106.3101438255,31.4013730845,41.3121134333,2.0411620688
0.2116592055,1.1996363929,59.3305881451,0.3017228023,189.0536063906,33.9660780904,37.6718377092,2.3262588988
0.2160903222,1.1555716305,61.8565500744,0.0788284647,126.6365664906,33.319087283,39.3969097823,2.1240035035
0.2242496386,0.8000000366,65.9701402951,0.2972097514,200,33.9689248083,37.152672071,2.9873244946
0.200324899,1.1999991572,58.2989837956,0,50,33.0184720004,41.7454552654,2
0.1927821304,0.8600920802,63.7222217003,0.8601527442,56.4321825674,32.4674160218,36.3565610632,2.1381768275
0.2269283926,1.0647311734,63.3816823722,0.1701590105,191.9868736215,33.0354934269,40.522510121,2.0060121738
0.2083306919,0.8233831775,66.1338493338,0.6257887082,55.4577867289,31.7363619119,37.1876311909,2.6051096326
0.1946783077,0.8352218837,65.0454392944,0.1196612093,59.426016431,31.7602052727,36.1770531674,2.747902084
0.220308431,1.1909839449,64.572765171,0.4764386523,196.602841691,33.7435068531,33.2296546252,2.9263489618
0.2183844124,0.8000001307,66.063720875,0.5804307607,200,33.7740051837,33.8839514909,2.8703484373
0.2034402463,0.8278736172,65.316609763,0.0911135869,52.0939050024,33.0199775694,39.7595449472,2.974421804
0.1901985737,0.83234177,64.1128001365,0.0500194159,52.1126909154,32.071550557,37.1654355563,2.6996908116
0.1741153622,0.8000000013,59.9777471542,0,50,32.717307594,38.9954622389,2.1140672347
0.1993868824,1.1999982444,65.2727613339,0.2884873897,199.6224512883,33.1160607402,34.7032615797,2.5593956524
0.1798305716,0.8254505639,63.8662214505,0.1233869885,51.9513651814,32.7455344315,33.4471767837,2.9734146204
0.1824517352,0.8000008382,60.933334897,0.0355184638,50,32.6837465081,38.3459368228,2.33656935
0.1897899106,0.8000004896,60.1727338847,0.4035216585,54.3715794782,33.3694415005,40.1745469422,2.0804189796
0.2308382937,0.9164791934,60.8683646287,0.1026020828,55.680585981,32.4531752015,40.0808083053,2.135307905
0.3159672988,0.8000002774,58.3999994451,0.1359435359,88.9386731077,34.6864205534,42,2
0.2136392058,1.1999999999,64.9218776751,0.858774868,199.0445778013,33.2541236959,33.0278994455,2.5436343073
0.2014205184,0.8236207163,59.30697414,0.6213902857,63.1714363352,33.4330063193,38.4462800852,2.0182791637
0.7851886446,1.1678838457,57.9784302036,0.6985100054,184.66181437,35.7607064453,39.2077832389,2.0683547421
0.2207156144,0.8000000247,59.4167489198,0.1701802514,82.4145973684,32.8248139625,37.4740404223,2.436633866
0.2405153244,0.8000092427,65.959972272,1,200,33.7436565989,33,3
0.2098419671,0.8000007247,65.959997826,0.2971202918,135.6505364049,32.6016385233,34.0188098535,3
0.2069454917,0.8000001988,61.3416580402,0.1651761288,59.2613659573,32.9122980309,37.1184225729,2.6869660242
0.196277071,0.9429154541,64.061978885,0.0589437374,66.9177963251,33.084069388,36.0645576605,2.9456855447
0.2208466734,0.8000015421,65.9599953737,0.4436793989,100.9444642339,32.9207755418,36.576502848,3
0.2292767086,1.1999994069,64.449283604,0.3826795019,173.9796112174,33.7967147542,37.0877394626,2.897976242
0.2022759654,0.8284619963,64.0867050874,0.6401922066,55.0918468235,32.5127288277,38.4452712927,2.4397564284
0.2184562555,0.8000067054,65.1666828402,0.8577431123,109.0211550115,32.0948440469,36.8626812418,2.1044840714
0.2154501761,0.8000004078,61.1536748137,0.4032559538,50,33.5124427036,36.8883996117,2.8650639372
0.2022965086,0.8000000795,64.7751655369,0.4567296846,54.2389250372,32.980348438,35.6294400921,2.9876014583
0.2005883783,1.11299233,62.1135669482,0.2745429278,50,33.257824583,35.8636253892,3
0.421271156,1.1999998327,58.9626647775,0.8132178973,50,35.1352703825,41.3379756926,2
0.2173738799,0.8158246798,65.9135008461,0.0079207638,81.8635035918,30.9575679938,35.0373777476,2.97509638
0.1876097784,0.8176827583,65.5757940282,0.0043159184,51.3286877881,32.5387330772,36.1942013421,2.9423456704
0.1762860971,0.8000058338,60.9373269392,0.5418579981,58.187846168,33.1791497186,38.8269967956,2
0.1823268971,0.8948910681,58.8382358106,0.1657313392,57.304091172,32.6429921689,38.56501436,2.0018410454
0.182030695,1.0153218757,64.3771428715,0.0174104349,78.8012762748,31.565351023,34.7558180729,2.0216006829
0.2805924552,1.0631093176,65.7447349225,0.0203452138,136.8538528544,30.819584362,35.883729598,2.0380442534
0.236934896,1.1378275578,65.8007147863,0.1062855204,70.0152141498,30.3331951313,33.4026915153,2.0252323948
0.1684192401,0.8113260928,64.788358291,0.0055994165,80.6203826789,32.0307692499,35.4147155058,2.1137240337
0.2060945976,0.8000000648,66.0991578548,0,182.6601353519,32.8092658814,34.8796267126,2.8260524525
0.3207838951,0.8648414842,64.3310666503,0.1527213594,62.7746055584,31.0106076037,36.0375324626,2.0837502588
0.1922118274,0.8446736346,65.5418693923,0.022867852,148.1821377658,32.437289525,35.370164303,2.3871822525
0.1917337053,0.8000005378,65.729967822,0.0759730054,100.1251459518,32.4663410445,34.241300821,2.6138831005
0.1912363075,1.1999997478,65.8374885849,0.8675633521,192.0834858985,32.440678529,34.9764054035,2.0213658889
0.1872445343,0.8000000272,65.8016957062,0.0206181446,56.7114670734,31.4272289447,33.770172053,2.9396305938
0.1829578819,0.937441614,65.10891723,0.237779591,159.3309745912,31.7708054405,33.1326753289,2.0429050201
0.1792486871,0.825542384,66.3553430598,0.020722193,177.4663757452,33.6310690128,33.0567019272,2.3324640887
0.2204488565,0.9310465436,65.3808067448,0.0180340097,92.1463047913,32.8726510144,41.8079230559,2.0193332549
0.2024614351,0.8306650761,66.4795019111,0.643539461,107.8897466273,31.2246075681,33.8211060056,2.0322360819
0.1723383356,0.8000002107,66.7599995787,0,105.7291747981,31.3135085841,33,2
0.1942542733,0.8373742894,66.029684199,0.9279138775,56.1230746431,32.5002452845,33.7917379895,2.7782432888
0.2191311377,1.199998648,58.4106103761,0.3434521618,101.7907438123,33.712024575,37.3686048194,2.4935430667
0.1735265459,1.0109779049,65.097850435,0.0406464024,113.8785651492,32.4658824624,34.4853153532,2.1189297653
0.1776800093,0.8000019425,66.5051504588,0.0132758451,180.6639607087,32.3711535285,33,2.3117763745
0.2127458272,0.8000007241,63.2312781901,0.5648735475,92.0860551091,33.7273516712,41.5054706911,2
0.1785563797,0.8000001155,66.759999769,0.320247371,175.1015279744,32.3036937761,33,2
0.2081918982,0.8000001128,66.2644006918,0.5391987365,162.4871670766,32.8086484834,33,2.619498766
0.1987259624,1.1999999714,58.3629253453,0.2373919014,53.7087305087,33.5732523449,39.780775569,2
0.174979223,0.9864301429,65.2098012368,0.0035292206,160.5668489571,32.5039218743,33.089303727,2.2504853117
